CONCLIENTE,dataNascimentoCliente,sexoCliente,CONINSCRICAO,CONPRODUTO,periodicidadeCobranca,parcelamento,CONITEMCONTRATADO,codigoSistemaItemContratado,dataInicioVigenciaCobertura,prazoContribuicao,prazoCobertura,prazoDecrescimoItemContratado,prazoCertoRendaItemContratado,prazoMinimoGarantidoRendaItemContratado,indiceReajusteItemContratado,valorCapitalSeguradoItemContratadoInicial,CONITEMCONTRATADOBENEFICIARIO,percentualParticipacaoBeneficio,CONBENEFICIARIO,dataNascimentoBeneficiario,sexoBeneficiario
2808113,1966-08-03,M,16327366,1074,MENSAL,1,95998686,204374,2022-01-31,10,9999,,,,IPCA,1000000.0,1824972.0,50.0,3635322.0,2018-09-12,MASCULINO
7614120,1987-08-31,F,16331353,1074,MENSAL,1,95998687,204374,2022-02-21,10,9999,,,,IPCA,400000.0,1826701.0,100.0,3635449.0,1981-06-03,MASCULINO
7614120,1987-08-31,F,16331332,1072,MENSAL,1,95998688,204377,2022-02-21,20,20,,,,IPCA,400000.0,1823892.0,100.0,3635449.0,1981-06-03,MASCULINO
7614046,1956-09-27,F,16331399,1074,ANUAL,1,95998692,204374,2022-01-13,10,9999,,,,IPCA,1600000.0,,,,,
7614179,1983-05-29,M,16331607,1072,MENSAL,1,95998847,204377,2022-01-13,20,20,,,,IPCA,600000.0,1855465.0,100.0,3635458.0,1987-11-23,NÃO INFORMADO
7613526,1963-10-10,F,16329838,1072,MENSAL,1,95998853,204377,2022-02-11,10,10,,,,IPCA,400000.0,1855371.0,50.0,3635649.0,1997-01-10,MASCULINO
7613526,1963-10-10,F,16329838,1072,MENSAL,1,95998853,204377,2022-02-11,10,10,,,,IPCA,400000.0,1856187.0,50.0,3635557.0,1994-08-05,MASCULINO
7613501,1982-07-05,F,16329711,1072,MENSAL,1,95999029,204377,2022-01-13,20,20,,,,IPCA,410000.0,,,,,
7614167,1979-03-19,F,16331506,1073,MENSAL,1,95999040,204373,2022-01-31,9999,9999,,,,IPCA,500000.0,1913248.0,33.0,3635457.0,2013-07-25,MASCULINO
7614167,1979-03-19,F,16331506,1073,MENSAL,1,95999040,204373,2022-01-31,9999,9999,,,,IPCA,500000.0,1913299.0,34.0,3635636.0,1978-08-03,NÃO INFORMADO
7614167,1979-03-19,F,16331506,1073,MENSAL,1,95999040,204373,2022-01-31,9999,9999,,,,IPCA,500000.0,1913606.0,33.0,3635582.0,2008-10-20,MASCULINO
1632262,1956-11-11,F,16326858,895,MENSAL,1,95999045,203045,2022-02-11,9999,9999,,,,IPCA,250000.0,1887435.0,20.0,3635234.0,1956-09-02,NÃO INFORMADO
1632262,1956-11-11,F,16326858,895,MENSAL,1,95999045,203045,2022-02-11,9999,9999,,,,IPCA,250000.0,1887537.0,20.0,3635235.0,1975-11-16,MASCULINO
1632262,1956-11-11,F,16326858,895,MENSAL,1,95999045,203045,2022-02-11,9999,9999,,,,IPCA,250000.0,1887843.0,20.0,3635237.0,1980-06-06,MASCULINO
1632262,1956-11-11,F,16326858,895,MENSAL,1,95999045,203045,2022-02-11,9999,9999,,,,IPCA,250000.0,1887996.0,20.0,3635236.0,1978-03-29,MASCULINO
1632262,1956-11-11,F,16326858,895,MENSAL,1,95999045,203045,2022-02-11,9999,9999,,,,IPCA,250000.0,1888199.0,20.0,3635238.0,1988-05-16,MASCULINO
4957675,1963-08-29,M,16327238,895,MENSAL,1,95999047,203045,2022-01-13,15,9999,,,,IPCA,110826.89,1892279.0,100.0,3635307.0,1956-07-05,MASCULINO
2591403,1986-07-10,M,16326593,895,MENSAL,1,95999048,203045,2022-01-12,20,9999,,,,IPCA,400000.0,,,,,
7612693,1988-10-18,F,16327369,895,MENSAL,1,95999049,203045,2022-01-13,26,9999,,,,IPCA,400000.0,,,,,
5636005,1962-07-09,F,16327665,895,MENSAL,1,95999052,203045,2022-03-05,15,9999,,,,IPCA,50000.0,,,,,
7613729,1984-02-24,F,16331608,896,MENSAL,1,95999053,203046,2022-02-11,30,9999,30.0,,,IPCA,200000.0,1893235.0,100.0,3635566.0,1979-07-30,MASCULINO
7613192,1989-11-15,F,16327240,896,MENSAL,1,95999058,203046,2022-01-13,9999,9999,10.0,,,IPCA,100000.0,1888012.0,100.0,3635304.0,1988-08-24,NÃO INFORMADO
7613199,1957-07-10,M,16327688,1076,ANUAL,1,95999151,204376,2022-01-13,10,9999,10.0,,,IPCA,1000000.0,1899378.0,70.0,3635328.0,1975-08-12,MASCULINO
7613199,1957-07-10,M,16327688,1076,ANUAL,1,95999151,204376,2022-01-13,10,9999,10.0,,,IPCA,1000000.0,1899582.0,15.0,3635329.0,1986-02-19,MASCULINO
7613199,1957-07-10,M,16327688,1076,ANUAL,1,95999151,204376,2022-01-13,10,9999,10.0,,,IPCA,1000000.0,1899939.0,15.0,3635326.0,1981-07-25,MASCULINO
7613502,1985-06-26,M,16329712,1072,MENSAL,1,95999155,204377,2022-01-13,30,30,,,,IPCA,500000.0,,,,,
2694000,1975-10-14,M,16327372,1072,MENSAL,1,95999165,204377,2022-01-13,10,10,,,,IPCA,800000.0,,,,,
7603009,1960-06-06,M,16326594,1072,MENSAL,1,95999177,204377,2022-01-12,10,10,,,,IPCA,450000.0,1921288.0,100.0,3635190.0,1964-12-13,NÃO INFORMADO
7614129,1991-10-03,M,16331523,1072,MENSAL,1,95999178,204377,2022-01-13,30,30,,,,IPCA,600000.0,1900350.0,100.0,3635533.0,1996-10-03,MASCULINO
7614163,1990-05-04,F,16331610,1072,MENSAL,1,95999184,204377,2022-01-13,20,20,,,,IPCA,400000.0,,,,,
7613490,1986-06-27,M,16329761,1072,MENSAL,1,95999192,204377,2022-01-13,20,20,,,,IPCA,1000000.0,1893197.0,25.0,3635646.0,1989-04-16,NÃO INFORMADO
7613490,1986-06-27,M,16329761,1072,MENSAL,1,95999192,204377,2022-01-13,20,20,,,,IPCA,1000000.0,1893503.0,25.0,3635647.0,1957-05-19,FEMININO
7613490,1986-06-27,M,16329761,1072,MENSAL,1,95999192,204377,2022-01-13,20,20,,,,IPCA,1000000.0,1893655.0,50.0,3635436.0,2019-09-12,MASCULINO
4663337,1982-09-20,F,16331612,1072,ANUAL,1,95999214,204377,2022-01-13,10,10,,,,IPCA,1000000.0,1903569.0,100.0,3635537.0,2015-05-15,MASCULINO
3861648,1983-11-10,M,16331404,1072,MENSAL,1,95999217,204377,2022-01-13,10,10,,,,IPCA,500000.0,,,,,
7614111,1978-07-01,F,16331444,1075,MENSAL,1,95999228,204375,2022-01-13,9999,9999,20.0,,,IPCA,400000.0,1908676.0,100.0,3635534.0,1976-10-09,MASCULINO
7614146,1989-05-13,F,16331304,1072,MENSAL,1,95999277,204377,2022-02-11,20,20,,,,IPCA,500000.0,,,,,
7614169,1981-08-31,M,16331337,1075,MENSAL,1,95999283,204375,2022-01-27,9999,9999,30.0,,,IPCA,500000.0,,,,,
7614229,1985-05-12,M,16331320,1075,MENSAL,1,95999289,204375,2022-02-23,9999,9999,10.0,,,IPCA,585710.04,,,,,
7602984,1979-05-11,F,16326543,1075,MENSAL,1,95999290,204375,2022-01-12,9999,9999,20.0,,,IPCA,1000000.0,,,,,
1756709,1979-01-17,F,16327245,1073,MENSAL,1,95999299,204373,2022-01-13,30,9999,,,,IPCA,1000000.0,1920571.0,50.0,2503621.0,2002-08-09,MASCULINO
1756709,1979-01-17,F,16327245,1073,MENSAL,1,95999299,204373,2022-01-13,30,9999,,,,IPCA,1000000.0,1920877.0,50.0,2503620.0,1998-04-03,MASCULINO
1756709,1979-01-17,F,16327246,1073,MENSAL,1,95999300,204373,2022-01-13,9999,9999,,,,IPCA,700000.0,1925597.0,50.0,2503621.0,2002-08-09,MASCULINO
1756709,1979-01-17,F,16327246,1073,MENSAL,1,95999300,204373,2022-01-13,9999,9999,,,,IPCA,700000.0,1925698.0,50.0,2503620.0,1998-04-03,MASCULINO
7603008,1995-12-09,F,16326595,1076,MENSAL,1,95999301,204376,2022-01-12,10,9999,10.0,,,IPCA,475000.0,1944540.0,100.0,3635179.0,1990-11-18,MASCULINO
7614136,1982-01-16,M,16331617,1072,MENSAL,1,95999302,204377,2022-01-13,15,15,,,,IPCA,400000.0,1920768.0,100.0,3635531.0,1986-05-29,NÃO INFORMADO
1391199,1957-02-20,F,16329790,1072,MENSAL,1,95999308,204377,2022-02-16,10,10,,,,IPCA,400000.0,,,,,
7603019,1984-12-21,F,16326552,1072,MENSAL,1,95999310,204377,2022-02-11,10,10,,,,IPCA,400000.0,1921413.0,100.0,3635187.0,1989-01-03,MASCULINO
1976675,1994-11-08,M,16326557,1072,MENSAL,1,95999316,204377,2022-02-02,10,10,,,,IPCA,1500000.0,1921515.0,100.0,3635181.0,1975-10-12,FEMININO
7613197,1985-06-24,F,16327691,1072,MENSAL,1,95999322,204377,2022-01-13,20,20,,,,IPCA,400000.0,1920424.0,50.0,3635320.0,1983-08-13,NÃO INFORMADO
7613197,1985-06-24,F,16327691,1072,MENSAL,1,95999322,204377,2022-01-13,20,20,,,,IPCA,400000.0,1920475.0,25.0,3635319.0,2014-09-04,MASCULINO
7613197,1985-06-24,F,16327691,1072,MENSAL,1,95999322,204377,2022-01-13,20,20,,,,IPCA,400000.0,1920933.0,25.0,3635321.0,2007-06-21,MASCULINO
7612750,1976-01-29,F,16327248,1072,MENSAL,1,95999332,204377,2022-01-26,10,10,,,,IPCA,400000.0,,,,,
7603007,1979-02-03,F,16326596,1072,MENSAL,1,95999342,204377,2022-01-11,10,10,,,,IPCA,400000.0,,,,,
7602998,1994-01-30,F,16326603,1072,MENSAL,1,95999350,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1921312.0,60.0,3635192.0,1989-08-10,MASCULINO
7602998,1994-01-30,F,16326603,1072,MENSAL,1,95999350,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1921363.0,40.0,3635191.0,1959-02-03,FEMININO
5039130,1974-04-30,F,16331510,1072,MENSAL,1,95999352,204377,2022-01-13,15,15,,,,IPCA,400000.0,,,,,
710715,1970-03-01,M,16329612,1072,MENSAL,1,95999356,204377,2022-02-11,10,10,,,,IPCA,500000.0,1922076.0,100.0,3635483.0,1991-10-19,FEMININO
7614148,1990-01-17,M,16331531,1072,MENSAL,1,95999358,204377,2022-01-13,20,20,,,,IPCA,400000.0,1945203.0,100.0,3635529.0,1991-07-08,NÃO INFORMADO
7614107,1984-08-28,M,16331619,1072,MENSAL,1,95999367,204377,2022-01-13,25,25,,,,IPCA,950000.0,1920004.0,100.0,3635526.0,1989-05-09,NÃO INFORMADO
3844578,1981-12-31,M,16328167,1076,ANUAL,1,95999370,204376,2022-01-13,10,9999,20.0,,,IPCA,700000.0,1921681.0,100.0,3635644.0,1981-10-09,MASCULINO
7614140,1983-01-05,M,16331620,1076,MENSAL,1,95999376,204376,2022-02-11,10,9999,10.0,,,IPCA,1000000.0,1920105.0,50.0,3635622.0,1983-12-02,NÃO INFORMADO
7614140,1983-01-05,M,16331620,1076,MENSAL,1,95999376,204376,2022-02-11,10,9999,10.0,,,IPCA,1000000.0,1920819.0,50.0,3635484.0,2018-10-19,MASCULINO
7614114,1971-07-16,M,16331525,1072,MENSAL,1,95999381,204377,2022-01-13,10,10,,,,IPCA,400000.0,1921580.0,20.0,3635572.0,2008-12-01,MASCULINO
7614114,1971-07-16,M,16331525,1072,MENSAL,1,95999381,204377,2022-01-13,10,10,,,,IPCA,400000.0,1921732.0,20.0,3635663.0,2006-12-27,MASCULINO
7614114,1971-07-16,M,16331525,1072,MENSAL,1,95999381,204377,2022-01-13,10,10,,,,IPCA,400000.0,1921886.0,60.0,3635448.0,1982-09-10,NÃO INFORMADO
3874902,1984-03-24,F,16329624,1072,MENSAL,1,95999387,204377,2022-01-13,20,20,,,,IPCA,750000.0,,,,,
7613562,1987-08-29,F,16329920,1072,ANUAL,1,95999392,204377,2022-01-13,15,15,,,,IPCA,500000.0,1922140.0,100.0,3635645.0,1986-12-23,NÃO INFORMADO
7613545,1996-09-17,M,16329868,1075,MENSAL,1,95999400,204375,2022-01-13,30,9999,10.0,,,IPCA,400000.0,,,,,
1280864,1978-01-06,F,16330069,1072,MENSAL,1,95999406,204377,2022-01-13,15,15,,,,IPCA,500000.0,1926210.0,100.0,3635456.0,2010-09-06,MASCULINO
5093631,1979-09-06,M,16329617,1072,MENSAL,1,95999410,204377,2022-02-11,10,10,,,,IPCA,400000.0,,,,,
7617658,1976-02-15,M,16355810,1075,MENSAL,1,96074523,204375,2022-01-14,20,9999,20.0,,,IPCA,500000.0,1197565.0,70.0,3635946.0,1981-06-16,MASCULINO
7617658,1976-02-15,M,16355810,1075,MENSAL,1,96074523,204375,2022-01-14,20,9999,20.0,,,IPCA,500000.0,1197922.0,30.0,3635947.0,2005-12-05,MASCULINO
286108,1989-03-04,F,16376258,1072,MENSAL,1,96074581,204377,2022-01-14,15,15,,,,IPCA,400000.0,1776929.0,15.0,3296119.0,1987-10-29,FEMININO
286108,1989-03-04,F,16376258,1072,MENSAL,1,96074581,204377,2022-01-14,15,15,,,,IPCA,400000.0,1777236.0,70.0,3296118.0,1991-10-27,MASCULINO
286108,1989-03-04,F,16376258,1072,MENSAL,1,96074581,204377,2022-01-14,15,15,,,,IPCA,400000.0,1777287.0,15.0,3296332.0,1956-06-17,FEMININO
5712420,1980-05-10,M,16376256,1072,MENSAL,1,96074587,204377,2022-01-14,10,10,,,,IPCA,500000.0,1769063.0,50.0,3635908.0,1983-07-11,NÃO INFORMADO
5712420,1980-05-10,M,16376256,1072,MENSAL,1,96074587,204377,2022-01-14,10,10,,,,IPCA,500000.0,1769420.0,50.0,3635909.0,2020-01-02,MASCULINO
7617513,1961-09-01,M,16355790,1072,ANUAL,1,96074594,204377,2022-01-14,20,20,,,,IPCA,2775000.0,1816293.0,50.0,3635944.0,1997-03-06,MASCULINO
7617513,1961-09-01,M,16355790,1072,ANUAL,1,96074594,204377,2022-01-14,20,20,,,,IPCA,2775000.0,1816905.0,50.0,3635901.0,1994-09-30,MASCULINO
7617513,1961-09-01,M,16355789,1072,ANUAL,1,96074595,204377,2022-01-14,20,20,,,,IPCA,2775000.0,1809938.0,50.0,3635889.0,2006-12-26,MASCULINO
7617513,1961-09-01,M,16355789,1072,ANUAL,1,96074595,204377,2022-01-14,20,20,,,,IPCA,2775000.0,1810194.0,50.0,3635943.0,1973-07-25,FEMININO
4365875,1990-03-07,M,16376354,592,MENSAL,1,96074624,202882,2022-01-14,34,34,,,,INPC,80142.99,1848167.0,100.0,3635876.0,1901-01-01,NÃO INFORMADO
4365875,1990-03-07,M,16376356,576,MENSAL,1,96074625,202883,2022-01-14,34,34,,,,INPC,91754.91,,,,,
7618926,1993-10-06,F,16376260,895,MENSAL,1,96074694,203045,2022-01-14,20,9999,,,,IPCA,49734.29,1892820.0,50.0,3635929.0,1991-12-27,NÃO INFORMADO
7618926,1993-10-06,F,16376260,895,MENSAL,1,96074694,203045,2022-01-14,20,9999,,,,IPCA,49734.29,1892922.0,50.0,3635928.0,1973-11-22,FEMININO
738129,1985-06-06,F,16377295,1076,ANUAL,1,96074768,204376,2022-02-26,10,9999,10.0,,,IPCA,400000.0,,,,,
1202092,1958-09-10,F,16377291,1072,MENSAL,1,96074772,204377,2022-02-02,20,20,,,,IPCA,400000.0,,,,,
7619720,1980-03-22,M,16377298,1073,MENSAL,1,96074773,204373,2022-01-14,25,9999,,,,IPCA,400000.0,1920526.0,13.0,3635919.0,1952-06-02,MASCULINO
7619720,1980-03-22,M,16377298,1073,MENSAL,1,96074773,204373,2022-01-14,25,9999,,,,IPCA,400000.0,1920577.0,34.0,3635880.0,1981-10-16,FEMININO
7619720,1980-03-22,M,16377298,1073,MENSAL,1,96074773,204373,2022-01-14,25,9999,,,,IPCA,400000.0,1920627.0,20.0,3635864.0,2013-01-04,MASCULINO
7619720,1980-03-22,M,16377298,1073,MENSAL,1,96074773,204373,2022-01-14,25,9999,,,,IPCA,400000.0,1920883.0,13.0,3635918.0,1952-09-11,FEMININO
7619720,1980-03-22,M,16377298,1073,MENSAL,1,96074773,204373,2022-01-14,25,9999,,,,IPCA,400000.0,7442827.0,20.0,3819968.0,2023-01-10,FEMININO
5567106,1965-02-22,F,16377308,1072,MENSAL,1,96074775,204377,2022-01-14,15,15,,,,IPCA,400000.0,1920878.0,100.0,3386854.0,2007-08-18,FEMININO
7619717,1993-08-12,M,16377304,1072,MENSAL,1,96074776,204377,2022-01-14,10,10,,,,IPCA,500000.0,1921682.0,100.0,3635938.0,1990-12-02,FEMININO
2944135,1990-12-02,F,16377315,1072,MENSAL,1,96074784,204377,2022-01-14,10,10,,,,IPCA,500000.0,1920680.0,100.0,3635881.0,1993-08-12,MASCULINO
7619714,1983-10-17,F,16377317,1072,MENSAL,1,96074790,204377,2022-01-14,30,30,,,,IPCA,1200000.0,1920426.0,100.0,3635937.0,2020-12-01,FEMININO
7621256,1949-11-09,F,16390810,1075,MENSAL,1,96116052,204375,2022-02-11,20,9999,10.0,,,IPCA,400000.0,1197555.0,34.0,3636292.0,1950-04-24,MASCULINO
7621256,1949-11-09,F,16390810,1075,MENSAL,1,96116052,204375,2022-02-11,20,9999,10.0,,,IPCA,400000.0,1197657.0,33.0,3636294.0,1976-03-14,MASCULINO
7621256,1949-11-09,F,16390810,1075,MENSAL,1,96116052,204375,2022-02-11,20,9999,10.0,,,IPCA,400000.0,1197912.0,33.0,3636293.0,1976-03-14,MASCULINO
7620076,1984-08-18,F,16382806,1074,ANUAL,1,96116054,204374,2022-01-14,10,9999,,,,IPCA,500000.0,1214288.0,50.0,3636057.0,1979-01-15,NÃO INFORMADO
7620076,1984-08-18,F,16382806,1074,ANUAL,1,96116054,204374,2022-01-14,10,9999,,,,IPCA,500000.0,1214389.0,50.0,3636056.0,2019-01-30,FEMININO
7621718,1983-03-23,F,16392102,1072,MENSAL,1,96116060,204377,2022-01-15,30,30,,,,IPCA,500000.0,1413413.0,34.0,3636511.0,1961-08-17,FEMININO
7621718,1983-03-23,F,16392102,1072,MENSAL,1,96116060,204377,2022-01-15,30,30,,,,IPCA,500000.0,1413464.0,33.0,3636510.0,1985-12-10,MASCULINO
7621718,1983-03-23,F,16392102,1072,MENSAL,1,96116060,204377,2022-01-15,30,30,,,,IPCA,500000.0,1413718.0,33.0,3636509.0,1956-08-02,MASCULINO
7620378,1972-11-24,M,16382643,1072,ANUAL,1,96116082,204377,2022-01-14,25,25,,,,IPCA,3000000.0,1586415.0,50.0,3636084.0,1979-02-08,FEMININO
7620378,1972-11-24,M,16382643,1072,ANUAL,1,96116082,204377,2022-01-14,25,25,,,,IPCA,3000000.0,1586518.0,25.0,3636085.0,1949-08-06,FEMININO
7620378,1972-11-24,M,16382643,1072,ANUAL,1,96116082,204377,2022-01-14,25,25,,,,IPCA,3000000.0,1586721.0,25.0,3636086.0,1941-05-03,MASCULINO
877182,1987-08-31,M,16392108,1072,MENSAL,1,96116091,204377,2022-02-21,25,25,,,,IPCA,720000.0,1585566.0,100.0,3636515.0,1987-09-10,FEMININO
1574524,1978-05-21,M,16385630,576,MENSAL,1,96116147,202883,2022-01-15,17,17,,,,INPC,109747.64,,,,,
7621715,1987-08-11,M,16392091,1072,MENSAL,1,96116163,204377,2022-01-15,20,20,,,,IPCA,500000.0,1739076.0,100.0,3636505.0,2015-03-24,MASCULINO
7620078,1981-07-28,M,16382952,1075,MENSAL,1,96116175,204375,2022-02-11,9999,9999,20.0,,,IPCA,450000.0,,,,,
