CONCLIENTE,dataNascimentoCliente,sexoCliente,CONINSCRICAO,CONPRODUTO,periodicidadeCobranca,parcelamento,CONITEMCONTRATADO,codigoSistemaItemContratado,dataInicioVigenciaCobertura,prazoContribuicao,prazoCobertura,prazoDecrescimoItemContratado,prazoCertoRendaItemContratado,prazoMinimoGarantidoRendaItemContratado,indiceReajusteItemContratado,valorCapitalSeguradoItemContratadoInicial,CONITEMCONTRATADOBENEFICIARIO,percentualParticipacaoBeneficio,CONBENEFICIARIO,dataNascimentoBeneficiario,sexoBeneficiario
7584653,1972-05-08,M,16284694,1072,MENSAL,1,95778410,204377,2022-01-04,20,20,,,,IPCA,2000000.0,1812496.0,30.0,3631617.0,1975-12-29,MASCULINO
7584653,1972-05-08,M,16284694,1072,MENSAL,1,95778410,204377,2022-01-04,20,20,,,,IPCA,2000000.0,1813160.0,35.0,3631615.0,2013-05-14,MASCULINO
7584653,1972-05-08,M,16284694,1072,MENSAL,1,95778410,204377,2022-01-04,20,20,,,,IPCA,2000000.0,1813364.0,35.0,3631616.0,2015-04-23,MASCULINO
7584690,1982-06-09,M,16284709,1075,MENSAL,1,95778420,204375,2022-01-04,20,9999,20.0,,,IPCA,500000.0,1824230.0,100.0,3631631.0,1977-11-16,NÃO INFORMADO
7524303,1990-08-31,F,16286264,592,MENSAL,1,95778492,202882,2022-01-04,34,34,,,,INPC,80142.99,1848116.0,100.0,3632066.0,1901-01-01,NÃO INFORMADO
7524303,1990-08-31,F,16286262,576,MENSAL,1,95778493,202883,2022-01-04,34,34,,,,INPC,137632.37,,,,,
7585918,1980-10-30,M,16286271,1074,MENSAL,1,95778494,204374,2022-01-04,10,9999,,,,IPCA,400000.0,,,,,
7585853,1968-06-30,F,16286100,1072,MENSAL,1,95778499,204377,2022-02-11,10,10,,,,IPCA,500000.0,,,,,
7374003,1978-08-11,F,16284727,1075,MENSAL,1,95778507,204375,2022-01-11,26,9999,10.0,,,IPCA,600000.0,,,,,
7585386,1979-08-21,F,16285106,1072,MENSAL,1,95778581,204377,2022-01-04,20,20,,,,IPCA,500000.0,,,,,
7584683,1978-11-18,M,16284698,1072,MENSAL,1,95778591,204377,2022-01-04,30,30,,,,IPCA,500000.0,1880989.0,50.0,3631630.0,1949-07-13,MASCULINO
7584683,1978-11-18,M,16284698,1072,MENSAL,1,95778591,204377,2022-01-04,30,30,,,,IPCA,500000.0,1881805.0,50.0,3631629.0,1952-08-30,FEMININO
2395577,1979-07-23,M,16286047,1072,MENSAL,1,95778637,204377,2022-01-31,10,10,,,,IPCA,1297525.0,1887969.0,100.0,3692682.0,1982-12-02,MASCULINO
7585673,1972-03-09,M,16285912,1072,MENSAL,1,95778638,204377,2022-01-04,10,10,,,,IPCA,400000.0,1887788.0,100.0,3631964.0,1962-08-20,NÃO INFORMADO
3149171,1979-01-22,M,16285058,1072,MENSAL,1,95778656,204377,2022-01-04,10,10,,,,IPCA,400000.0,1887672.0,100.0,3631642.0,1981-03-26,NÃO INFORMADO
1481636,1956-01-20,F,16284719,895,MENSAL,1,95778675,203045,2022-03-05,9999,9999,,,,IPCA,100000.0,,,,,
1246853,1988-10-20,F,16285610,895,MENSAL,1,95778677,203045,2022-01-21,9999,9999,,,,IPCA,150432.0,1891439.0,100.0,3631869.0,1974-06-10,FEMININO
7584679,1981-05-25,M,16284755,1072,MENSAL,1,95778712,204377,2022-01-04,20,20,,,,IPCA,430000.0,1893202.0,100.0,3631628.0,1974-07-29,NÃO INFORMADO
6270589,1982-09-04,M,16285478,1072,MENSAL,1,95778717,204377,2022-02-16,10,10,,,,IPCA,400000.0,1893254.0,50.0,3631791.0,2021-10-28,MASCULINO
6270589,1982-09-04,M,16285478,1072,MENSAL,1,95778717,204377,2022-02-16,10,10,,,,IPCA,400000.0,1893458.0,50.0,3631792.0,2008-04-09,MASCULINO
7585381,1969-11-02,M,16285141,1074,ANUAL,1,95778725,204374,2022-01-04,10,9999,,,,IPCA,500000.0,1900604.0,33.0,3631664.0,1982-10-08,NÃO INFORMADO
7585381,1969-11-02,M,16285141,1074,ANUAL,1,95778725,204374,2022-01-04,10,9999,,,,IPCA,500000.0,1900962.0,33.0,3631666.0,1988-08-10,MASCULINO
7585381,1969-11-02,M,16285141,1074,ANUAL,1,95778725,204374,2022-01-04,10,9999,,,,IPCA,500000.0,1901063.0,34.0,3631665.0,1993-09-09,MASCULINO
7585616,1981-03-26,M,16285845,1072,MENSAL,1,95778726,204377,2022-01-04,20,20,,,,IPCA,1000000.0,1893247.0,25.0,3631943.0,2013-07-25,MASCULINO
7585616,1981-03-26,M,16285845,1072,MENSAL,1,95778726,204377,2022-01-04,20,20,,,,IPCA,1000000.0,1893298.0,50.0,3631942.0,1982-05-22,MASCULINO
7585616,1981-03-26,M,16285845,1072,MENSAL,1,95778726,204377,2022-01-04,20,20,,,,IPCA,1000000.0,1893451.0,25.0,3631944.0,2016-06-07,MASCULINO
7585764,1975-03-24,M,16286082,1072,MENSAL,1,95778753,204377,2022-01-06,10,10,,,,IPCA,1000000.0,,,,,
4932374,1971-12-07,M,16285190,1072,MENSAL,1,95778754,204377,2022-01-04,10,10,,,,IPCA,500000.0,,,,,
7584678,1995-02-21,M,16284780,1072,MENSAL,1,95778757,204377,2022-01-04,30,30,,,,IPCA,400000.0,1909106.0,50.0,3631626.0,1995-02-21,MASCULINO
7584678,1995-02-21,M,16284780,1072,MENSAL,1,95778757,204377,2022-01-04,30,30,,,,IPCA,400000.0,1909208.0,50.0,3631627.0,1989-01-24,MASCULINO
2827534,1966-05-16,M,16286044,1072,MENSAL,1,95778761,204377,2022-01-11,15,15,,,,IPCA,500000.0,1929315.0,100.0,3631988.0,1987-07-09,NÃO INFORMADO
1454908,1962-10-14,M,16182597,1072,MENSAL,1,95384548,204377,2022-01-16,15,15,,,,IPCA,1700000.0,1886709.0,100.0,2786083.0,1973-01-13,NÃO INFORMADO
7553036,1970-04-21,F,16184459,1072,MENSAL,1,95384406,204377,2022-01-11,10,10,,,,IPCA,400000.0,1880380.0,100.0,3624479.0,1992-01-14,MASCULINO
7553094,1960-06-23,F,16184699,1076,MENSAL,1,95384404,204376,2022-01-11,10,9999,10.0,,,IPCA,400000.0,,,,,
3531413,1975-06-29,M,16175751,895,MENSAL,1,95384010,203045,2022-01-16,9999,9999,,,,IPCA,100000.0,1842299.0,50.0,3624016.0,1980-03-17,FEMININO
3531413,1975-06-29,M,16175751,895,MENSAL,1,95384010,203045,2022-01-16,9999,9999,,,,IPCA,100000.0,1842707.0,50.0,3624015.0,2007-08-03,MASCULINO
7551435,1991-02-02,M,16182573,1074,ANUAL,1,95383844,204374,2022-01-06,10,9999,,,,IPCA,500000.0,1826700.0,33.0,3624289.0,1962-04-24,FEMININO
7551435,1991-02-02,M,16182573,1074,ANUAL,1,95383844,204374,2022-01-06,10,9999,,,,IPCA,500000.0,1827109.0,34.0,3624288.0,1992-07-09,MASCULINO
7551435,1991-02-02,M,16182573,1074,ANUAL,1,95383844,204374,2022-01-06,10,9999,,,,IPCA,500000.0,1827312.0,33.0,3624287.0,1963-04-13,MASCULINO
7548524,1999-12-13,F,16172356,1075,MENSAL,1,95383769,204375,2022-01-02,20,9999,20.0,,,IPCA,400000.0,,,,,
7548729,1979-08-14,M,16178682,1075,MENSAL,1,95383759,204375,2022-01-11,25,9999,20.0,,,IPCA,500000.0,,,,,
7548788,1973-01-02,M,16175738,1075,MENSAL,1,95383753,204375,2022-01-02,9999,9999,10.0,,,IPCA,400000.0,,,,,
7548376,2003-11-03,F,16172326,1075,MENSAL,1,95383746,204375,2022-01-02,20,9999,20.0,,,IPCA,400000.0,,,,,
524070,1992-10-13,F,16182345,1072,MENSAL,1,95383565,204377,2022-01-06,30,30,,,,IPCA,400000.0,1618135.0,100.0,2950868.0,1968-05-30,FEMININO
6488551,1966-02-15,F,16180180,1076,MENSAL,1,95383431,204376,2022-01-21,10,9999,30.0,,,IPCA,1000000.0,1355047.0,75.0,3508566.0,2003-04-24,MASCULINO
6488551,1966-02-15,F,16180180,1076,MENSAL,1,95383431,204376,2022-01-21,10,9999,30.0,,,IPCA,1000000.0,1355558.0,25.0,3508431.0,2002-01-04,MASCULINO
4050532,1963-02-11,F,16178370,1072,MENSAL,1,95383395,204377,2022-01-11,20,20,,,,IPCA,500000.0,,,,,
7546869,1991-01-25,F,16170403,1072,MENSAL,1,95338307,204377,2022-01-11,10,10,,,,IPCA,500000.0,,,,,
2001590,1956-02-10,F,16169487,895,MENSAL,1,95338196,203045,2022-01-06,9999,9999,,,,IPCA,35138.05,,,,,
3598370,2000-06-25,F,16169051,1073,MENSAL,1,95338046,204373,2022-01-11,20,9999,,,,IPCA,1183348.21,,,,,
7546942,1982-03-20,M,16170417,1072,MENSAL,1,95338037,204377,2022-01-16,10,10,,,,IPCA,1000000.0,1913095.0,25.0,3623639.0,2012-06-07,MASCULINO
7546942,1982-03-20,M,16170417,1072,MENSAL,1,95338037,204377,2022-01-16,10,10,,,,IPCA,1000000.0,1913146.0,25.0,3623638.0,2017-07-09,MASCULINO
7546942,1982-03-20,M,16170417,1072,MENSAL,1,95338037,204377,2022-01-16,10,10,,,,IPCA,1000000.0,1913247.0,25.0,3623637.0,1976-01-06,NÃO INFORMADO
7546942,1982-03-20,M,16170417,1072,MENSAL,1,95338037,204377,2022-01-16,10,10,,,,IPCA,1000000.0,1913298.0,25.0,3623636.0,1961-10-19,FEMININO
7530016,1986-08-05,M,16152283,1072,MENSAL,1,95338029,204377,2022-01-06,10,10,,,,IPCA,400000.0,,,,,
1150401,1974-02-10,F,16152170,1072,MENSAL,1,95338027,204377,2022-01-16,20,20,,,,IPCA,500000.0,,,,,
3143337,1995-11-15,F,16169030,1073,MENSAL,1,95338012,204373,2022-01-11,20,9999,,,,IPCA,1074790.5,,,,,
1150092,1973-09-18,F,16152199,1072,MENSAL,1,95338005,204377,2022-01-16,15,15,,,,IPCA,1200000.0,1889824.0,100.0,3623086.0,2005-12-20,MASCULINO
4251254,1995-03-09,F,16171011,1072,MENSAL,1,95337992,204377,2022-01-13,30,30,,,,IPCA,2320000.0,,,,,
4251254,1995-03-09,F,16171013,1075,MENSAL,1,95337991,204375,2022-01-13,9999,9999,30.0,,,IPCA,500000.0,,,,,
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,1913093.0,15.0,3623816.0,1989-11-22,MASCULINO
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,1913144.0,15.0,3623815.0,1997-06-27,MASCULINO
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,1913245.0,30.0,3623819.0,1974-11-09,NÃO INFORMADO
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,1913296.0,15.0,3623818.0,1995-08-30,MASCULINO
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,1913399.0,15.0,3623817.0,1989-11-22,MASCULINO
1997789,1979-07-18,M,16171017,1072,MENSAL,1,95337955,204377,2022-01-21,15,15,,,,IPCA,2500000.0,7406957.0,70.0,3780400.0,2005-05-03,MASCULINO
7528745,1986-01-29,F,16167135,1072,MENSAL,1,95337937,204377,2022-01-21,15,15,,,,IPCA,400000.0,1886824.0,100.0,3736938.0,1979-02-15,NÃO INFORMADO
7546975,1991-08-04,M,16170505,1072,MENSAL,1,95337917,204377,2022-01-08,15,15,,,,IPCA,600000.0,1888226.0,100.0,3623681.0,1988-05-20,NÃO INFORMADO
7540440,1971-05-09,M,16166533,1073,MENSAL,1,95337865,204373,2022-01-21,9999,9999,,,,IPCA,400000.0,1886860.0,100.0,3623174.0,1985-09-13,NÃO INFORMADO
5602841,1972-07-17,M,16152182,1072,MENSAL,1,95337602,204377,2022-01-14,10,10,,,,IPCA,500000.0,7426108.0,100.0,3800368.0,1977-02-08,FEMININO
4294587,1983-10-28,M,16170231,1072,MENSAL,1,95337584,204377,2022-01-11,15,15,,,,IPCA,1000000.0,1880329.0,100.0,3623496.0,2018-07-18,MASCULINO
7544099,1986-03-26,F,16168988,1072,MENSAL,1,95337577,204377,2022-01-11,10,10,,,,IPCA,500000.0,1880691.0,100.0,3623423.0,2018-03-09,MASCULINO
6434873,1990-08-21,F,16149194,1072,MENSAL,1,95337572,204377,2022-01-11,20,20,,,,IPCA,1300000.0,,,,,
5014657,1976-03-12,F,16160939,1072,MENSAL,1,95337297,204377,2022-01-11,20,20,,,,IPCA,500000.0,,,,,
6104442,1973-03-27,M,16160949,1076,MENSAL,1,95337296,204376,2022-01-11,10,9999,10.0,,,IPCA,1000000.0,,,,,
7518798,1986-12-15,M,16159384,895,MENSAL,1,95337044,203045,2022-01-16,9999,9999,,,,IPCA,200000.0,1842095.0,100.0,3623111.0,1990-10-29,FEMININO
7547171,1982-09-03,F,16171065,1072,MENSAL,1,95336901,204377,2022-01-03,20,20,,,,IPCA,500000.0,1850891.0,30.0,3623836.0,1956-11-30,FEMININO
7547171,1982-09-03,F,16171065,1072,MENSAL,1,95336901,204377,2022-01-03,20,20,,,,IPCA,500000.0,1851606.0,70.0,3623835.0,2012-05-15,MASCULINO
7543610,1990-01-04,M,16169293,1074,ANUAL,1,95336874,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1825747.0,50.0,3623247.0,1959-10-30,MASCULINO
7543610,1990-01-04,M,16169293,1074,ANUAL,1,95336874,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1825798.0,50.0,3623248.0,1960-01-29,FEMININO
7543682,1984-06-19,M,16168677,895,MENSAL,1,95336712,203045,2022-01-02,15,9999,,,,IPCA,150000.0,,,,,
7546648,1988-04-08,M,16170239,895,ANUAL,1,95336706,203045,2022-01-02,15,9999,,,,IPCA,200000.0,1787545.0,100.0,3623568.0,1988-12-25,FEMININO
6899038,1990-05-25,M,16170710,1075,MENSAL,1,95336690,204375,2022-01-11,9999,9999,10.0,,,IPCA,400000.0,1780173.0,50.0,3623734.0,1998-01-03,MASCULINO
6899038,1990-05-25,M,16170710,1075,MENSAL,1,95336690,204375,2022-01-11,9999,9999,10.0,,,IPCA,400000.0,1780325.0,50.0,3623733.0,1960-07-24,FEMININO
7540806,1991-03-26,F,16166899,1072,MENSAL,1,95336654,204377,2022-01-03,20,20,,,,IPCA,500000.0,1777703.0,100.0,3623196.0,1993-04-20,NÃO INFORMADO
5678585,1979-11-10,M,16169494,1072,MENSAL,1,95336632,204377,2022-01-21,20,20,,,,IPCA,500000.0,,,,,
7529962,1983-08-10,M,16152102,1075,MENSAL,1,95336445,204375,2022-01-11,20,9999,20.0,,,IPCA,445000.0,1595259.0,50.0,3623053.0,2018-07-07,MASCULINO
7529962,1983-08-10,M,16152102,1075,MENSAL,1,95336445,204375,2022-01-11,20,9999,20.0,,,IPCA,445000.0,1595717.0,50.0,3623052.0,2016-10-12,MASCULINO
4901171,1975-04-23,M,16164292,1072,MENSAL,1,95336269,204377,2022-01-21,10,10,,,,IPCA,500000.0,,,,,
1142347,1977-09-22,M,16170460,896,MENSAL,1,95336175,203046,2022-01-06,9999,9999,30.0,,,IPCA,100000.0,,,,,
7524391,1978-05-07,M,16148626,688,MENSAL,1,95137127,151019,2022-01-21,20,20,,,,IPCA,1000.0,1902663.0,100.0,3622875.0,1967-04-19,FEMININO
5816562,1979-03-09,M,16130201,895,MENSAL,1,95110484,203045,2022-01-09,9999,9999,,,,IPCA,93791.94,1913703.0,50.0,2905990.0,2010-05-18,MASCULINO
5816562,1979-03-09,M,16130201,895,MENSAL,1,95110484,203045,2022-01-09,9999,9999,,,,IPCA,93791.94,1914416.0,50.0,3622240.0,2020-07-19,MASCULINO
7523381,1974-11-09,F,16136836,1072,MENSAL,1,95110178,204377,2022-01-16,20,20,,,,IPCA,1200000.0,1886825.0,15.0,3622571.0,1997-06-27,MASCULINO
7523381,1974-11-09,F,16136836,1072,MENSAL,1,95110178,204377,2022-01-16,20,20,,,,IPCA,1200000.0,1886928.0,15.0,3622574.0,1995-08-30,MASCULINO
7523381,1974-11-09,F,16136836,1072,MENSAL,1,95110178,204377,2022-01-16,20,20,,,,IPCA,1200000.0,1886978.0,15.0,3622572.0,1989-11-22,MASCULINO
7523381,1974-11-09,F,16136836,1072,MENSAL,1,95110178,204377,2022-01-16,20,20,,,,IPCA,1200000.0,1887746.0,40.0,3622575.0,1979-07-18,NÃO INFORMADO
7523381,1974-11-09,F,16136836,1072,MENSAL,1,95110178,204377,2022-01-16,20,20,,,,IPCA,1200000.0,1888051.0,15.0,3622573.0,1989-11-22,MASCULINO
6861073,1980-04-14,F,16131666,1075,MENSAL,1,95110152,204375,2022-01-11,30,9999,20.0,,,IPCA,700000.0,,,,,
7524344,1952-05-01,F,16143911,1072,MENSAL,1,95109894,204377,2022-01-16,15,15,,,,IPCA,400000.0,1879959.0,100.0,3622859.0,1973-03-26,MASCULINO
7523565,1967-08-18,F,16137065,1075,MENSAL,1,95109880,204375,2022-01-07,25,9999,20.0,,,IPCA,500000.0,1874832.0,50.0,3622618.0,1993-02-06,MASCULINO
7523565,1967-08-18,F,16137065,1075,MENSAL,1,95109880,204375,2022-01-07,25,9999,20.0,,,IPCA,500000.0,1874985.0,50.0,3622617.0,1966-08-05,MASCULINO
2001302,1982-12-27,M,16143000,1072,MENSAL,1,95109875,204377,2022-01-11,20,20,,,,IPCA,500000.0,,,,,
6213307,1988-07-23,F,16137122,1072,MENSAL,1,95109868,204377,2022-01-16,10,10,,,,IPCA,400000.0,,,,,
7524342,1977-11-14,F,16143903,1074,ANUAL,1,95109743,204374,2022-01-23,10,9999,,,,IPCA,533388.88,1858201.0,50.0,3622856.0,2005-02-10,MASCULINO
7524342,1977-11-14,F,16143903,1074,ANUAL,1,95109743,204374,2022-01-23,10,9999,,,,IPCA,533388.88,1858763.0,50.0,3622857.0,1994-12-29,MASCULINO
7524194,1981-01-14,M,16142698,1072,MENSAL,1,95109737,204377,2022-01-11,10,10,,,,IPCA,400000.0,1871907.0,100.0,3622741.0,1937-06-12,FEMININO
2169890,1982-09-18,M,16131559,1072,MENSAL,1,95109701,204377,2022-01-21,15,15,,,,IPCA,400000.0,1848054.0,100.0,3622366.0,1982-09-23,MASCULINO
7523558,1954-10-06,F,16137039,1072,MENSAL,1,95109592,204377,2022-01-21,10,10,,,,IPCA,400000.0,,,,,
7524231,1987-01-12,M,16142863,895,MENSAL,1,95109576,203045,2022-01-06,30,9999,,,,IPCA,125565.37,,,,,
7523663,1994-08-20,M,16142916,1075,MENSAL,1,95109404,204375,2022-01-08,9999,9999,10.0,,,IPCA,400000.0,,,,,
7522943,1986-08-06,M,16136156,1072,MENSAL,1,95109390,204377,2022-01-13,20,20,,,,IPCA,400000.0,,,,,
737076,1992-09-04,F,16137130,1072,ANUAL,1,95109182,204377,2022-01-11,10,10,,,,IPCA,400000.0,1214356.0,100.0,3622669.0,2020-03-01,MASCULINO
737076,1992-09-04,F,16137129,1075,ANUAL,1,95109181,204375,2022-01-11,9999,9999,10.0,,,IPCA,400000.0,1214310.0,100.0,3622669.0,2020-03-01,MASCULINO
7519832,1987-08-23,F,16119772,1072,MENSAL,1,94993235,204377,2022-01-11,30,30,,,,IPCA,500000.0,1881245.0,50.0,3621947.0,1962-01-22,FEMININO
7519832,1987-08-23,F,16119772,1072,MENSAL,1,94993235,204377,2022-01-11,30,30,,,,IPCA,500000.0,1881500.0,50.0,3621948.0,1989-06-29,MASCULINO
2152115,1983-08-12,M,16120159,1072,MENSAL,1,94993221,204377,2022-01-06,10,10,,,,IPCA,1185534.1,,,,,
1162037,1961-04-29,M,16119552,895,MENSAL,1,94992983,203045,2022-01-11,15,9999,,,,IPCA,180000.0,1847434.0,33.0,2571780.0,1991-01-31,MASCULINO
1162037,1961-04-29,M,16119552,895,MENSAL,1,94992983,203045,2022-01-11,15,9999,,,,IPCA,180000.0,1847536.0,33.0,2571779.0,1988-09-27,MASCULINO
1162037,1961-04-29,M,16119552,895,MENSAL,1,94992983,203045,2022-01-11,15,9999,,,,IPCA,180000.0,1847689.0,34.0,2571781.0,1995-12-29,MASCULINO
7520339,1993-10-08,M,16120135,1075,MENSAL,1,94992766,204375,2022-01-21,20,9999,10.0,,,IPCA,400000.0,1780242.0,50.0,3622059.0,1967-07-30,FEMININO
7520339,1993-10-08,M,16120135,1075,MENSAL,1,94992766,204375,2022-01-21,20,9999,10.0,,,IPCA,400000.0,1780343.0,50.0,3622060.0,1968-08-23,MASCULINO
1538098,1979-10-22,F,16111908,1072,MENSAL,1,94992719,204377,2022-01-11,20,20,,,,IPCA,750000.0,,,,,
7517789,1967-11-03,F,16111924,1075,MENSAL,1,94992600,204375,2022-01-16,9999,9999,10.0,,,IPCA,400000.0,,,,,
7519883,1985-12-17,M,16119820,1075,ANUAL,1,94992510,204375,2022-01-21,30,9999,30.0,,,IPCA,400000.0,1405306.0,100.0,3621962.0,1993-04-12,NÃO INFORMADO
905060,1985-07-17,F,16120117,895,MENSAL,1,94992471,203045,2022-01-16,9999,9999,,,,IPCA,115000.0,1208249.0,100.0,3622057.0,1984-06-04,NÃO INFORMADO
5005083,1986-07-18,M,16112963,688,MENSAL,1,94992467,151019,2022-01-16,20,20,,,,IPCA,126000.0,1205138.0,100.0,3621765.0,1996-04-08,FEMININO
3699406,1981-10-05,F,16103944,1072,MENSAL,1,94909837,204377,2022-01-11,30,30,,,,IPCA,500000.0,1886781.0,100.0,2925997.0,2017-04-25,MASCULINO
525453,1956-02-08,M,16109086,895,MENSAL,1,94908490,203045,2022-01-16,9999,9999,,,,IPCA,110000.0,,,,,
7513720,1980-05-06,F,16103460,896,MENSAL,1,94908264,203046,2022-01-11,15,9999,10.0,,,IPCA,220000.0,1807952.0,10.0,3620685.0,1978-11-05,FEMININO
7513720,1980-05-06,F,16103460,896,MENSAL,1,94908264,203046,2022-01-11,15,9999,10.0,,,IPCA,220000.0,1808106.0,80.0,3620683.0,2001-03-28,MASCULINO
7513720,1980-05-06,F,16103460,896,MENSAL,1,94908264,203046,2022-01-11,15,9999,10.0,,,IPCA,220000.0,1808513.0,10.0,3620684.0,1981-05-09,MASCULINO
5403950,1975-11-17,M,16104273,1072,MENSAL,1,94908219,204377,2022-01-11,10,10,,,,IPCA,750000.0,,,,,
7517124,1965-07-28,M,16108908,1072,MENSAL,1,94908139,204377,2022-02-03,10,10,,,,IPCA,400000.0,1721369.0,25.0,3621324.0,1993-04-24,MASCULINO
7517124,1965-07-28,M,16108908,1072,MENSAL,1,94908139,204377,2022-02-03,10,10,,,,IPCA,400000.0,1721419.0,25.0,3621325.0,2000-01-10,MASCULINO
7517124,1965-07-28,M,16108908,1072,MENSAL,1,94908139,204377,2022-02-03,10,10,,,,IPCA,400000.0,1721623.0,50.0,3621326.0,1972-12-19,FEMININO
4695754,1975-06-07,M,16093345,1072,MENSAL,1,94838997,204377,2022-01-11,15,15,,,,IPCA,500000.0,,,,,
5563408,1968-08-15,M,16097307,688,MENSAL,1,94838974,151019,2022-01-11,10,10,,,,IPCA,50000.0,1855801.0,100.0,3620557.0,1976-09-11,FEMININO
1944432,1979-04-06,F,16075730,1075,MENSAL,1,94809696,204375,2022-01-09,15,9999,10.0,,,IPCA,576438.73,,,,,
981269,1998-06-25,M,16080575,1072,MENSAL,1,94809670,204377,2022-01-11,10,10,,,,IPCA,500000.0,,,,,
5163319,1984-06-14,F,16076694,1072,MENSAL,1,94809398,204377,2022-01-11,25,25,,,,IPCA,800000.0,1856870.0,100.0,2896670.0,2014-04-22,MASCULINO
7505219,1988-03-31,M,16074743,1072,MENSAL,1,94809388,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1858098.0,30.0,3619247.0,2018-07-18,MASCULINO
7505219,1988-03-31,M,16074743,1072,MENSAL,1,94809388,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1858251.0,15.0,3619249.0,1962-09-24,FEMININO
7505219,1988-03-31,M,16074743,1072,MENSAL,1,94809388,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1858354.0,15.0,3619250.0,1965-11-12,MASCULINO
7505219,1988-03-31,M,16074743,1072,MENSAL,1,94809388,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1858404.0,10.0,3619248.0,1981-10-30,NÃO INFORMADO
7505219,1988-03-31,M,16074743,1072,MENSAL,1,94809388,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1858762.0,30.0,3619246.0,2015-02-13,MASCULINO
2184757,1970-11-15,M,16074497,1075,MENSAL,1,94809376,204375,2022-01-16,9999,9999,30.0,,,IPCA,1000000.0,,,,,
5916911,1974-09-16,F,16076828,1072,MENSAL,1,94809342,204377,2022-01-06,30,30,,,,IPCA,500000.0,1856348.0,33.0,3619686.0,2007-02-02,MASCULINO
5916911,1974-09-16,F,16076828,1072,MENSAL,1,94809342,204377,2022-01-06,30,30,,,,IPCA,500000.0,1856399.0,34.0,3619687.0,1979-11-08,MASCULINO
5916911,1974-09-16,F,16076828,1072,MENSAL,1,94809342,204377,2022-01-06,30,30,,,,IPCA,500000.0,1856858.0,33.0,3619685.0,2003-05-15,MASCULINO
6162306,1981-05-05,F,16074399,895,MENSAL,1,94809073,203045,2022-01-13,20,9999,,,,IPCA,73746.51,1841832.0,50.0,3619166.0,2002-03-17,FEMININO
6162306,1981-05-05,F,16074399,895,MENSAL,1,94809073,203045,2022-01-13,20,9999,,,,IPCA,73746.51,1841882.0,50.0,3243922.0,1992-08-21,MASCULINO
7504623,1982-05-20,M,16074692,1072,MENSAL,1,94808989,204377,2022-01-06,15,15,,,,IPCA,700000.0,1831124.0,70.0,3619228.0,2019-09-09,MASCULINO
7504623,1982-05-20,M,16074692,1072,MENSAL,1,94808989,204377,2022-01-06,15,15,,,,IPCA,700000.0,1831277.0,30.0,3619227.0,1992-02-15,NÃO INFORMADO
7508073,1975-03-07,M,16076821,1072,MENSAL,1,94808479,204377,2022-01-06,20,20,,,,IPCA,400000.0,1585514.0,100.0,3619681.0,1972-12-26,NÃO INFORMADO
4623535,1981-06-17,F,16072281,1075,MENSAL,1,94661201,204375,2022-01-06,9999,9999,30.0,,,IPCA,1205905.51,1856372.0,35.0,2237868.0,1954-01-17,FEMININO
4623535,1981-06-17,F,16072281,1075,MENSAL,1,94661201,204375,2022-01-06,9999,9999,30.0,,,IPCA,1205905.51,1856423.0,30.0,2237867.0,1985-08-21,MASCULINO
4623535,1981-06-17,F,16072281,1075,MENSAL,1,94661201,204375,2022-01-06,9999,9999,30.0,,,IPCA,1205905.51,1856882.0,35.0,2237869.0,1952-03-01,MASCULINO
1154500,1955-10-05,M,16071705,895,MENSAL,1,94654313,203045,2022-02-03,9999,9999,,,,IPCA,40000.0,,,,,
7503713,2004-09-02,M,16071420,895,MENSAL,1,94654308,203045,2022-01-06,9999,9999,,,,IPCA,170000.0,,,,,
7503775,1968-09-21,F,16071805,895,MENSAL,1,94654303,203045,2022-01-11,15,9999,,,,IPCA,42554.13,1842094.0,33.0,3618708.0,1996-07-17,MASCULINO
7503775,1968-09-21,F,16071805,895,MENSAL,1,94654303,203045,2022-01-11,15,9999,,,,IPCA,42554.13,1842298.0,33.0,3618707.0,1992-09-17,MASCULINO
7503775,1968-09-21,F,16071805,895,MENSAL,1,94654303,203045,2022-01-11,15,9999,,,,IPCA,42554.13,1842400.0,34.0,3618706.0,1957-09-11,NÃO INFORMADO
2243507,1986-09-08,M,16070197,1073,MENSAL,1,94648054,204373,2022-01-10,9999,9999,,,,IPCA,1000000.0,,,,,
